County name,State name,FIPS,Land area (sq. mi.),Years from college age,White,Black,Asian,American Indian or Alaska Native,Native Hawaiian or Other Pacific Islander,Hispanic or Latino,Some Other Race,Two or More Races
Tuolumne County,California,6109,2220.88,14,330,2,1,10,0,76,0,20
Ventura County,California,6111,1843.13,0,5033,178,671,29,19,6148,32,506
Ventura County,California,6111,1843.13,1,4912,159,656,26,14,5961,31,471
Ventura County,California,6111,1843.13,2,4602,163,671,26,13,5874,30,488
Ventura County,California,6111,1843.13,3,4509,178,603,23,15,6059,37,465
Ventura County,California,6111,1843.13,4,4359,156,632,31,12,6099,35,464
Ventura County,California,6111,1843.13,5,4161,161,659,28,11,6117,26,462
Ventura County,California,6111,1843.13,6,3963,143,620,26,13,6043,20,395
Ventura County,California,6111,1843.13,7,3973,145,680,26,21,6045,26,450
Ventura County,California,6111,1843.13,8,3972,131,658,28,10,6090,20,461
Ventura County,California,6111,1843.13,9,3727,130,644,25,12,6334,25,489
Ventura County,California,6111,1843.13,10,3709,122,651,11,11,6563,13,456
Ventura County,California,6111,1843.13,11,3433,149,572,22,17,6667,18,470
Ventura County,California,6111,1843.13,12,3248,117,606,23,12,6657,32,449
Ventura County,California,6111,1843.13,13,3270,106,571,22,10,6416,19,458
Ventura County,California,6111,1843.13,14,3034,106,509,21,10,6285,34,437
Yolo County,California,6113,1014.69,0,1097,66,195,14,10,1141,6,149
Yolo County,California,6113,1014.69,1,1031,52,222,9,3,1133,12,130
Yolo County,California,6113,1014.69,2,950,50,189,13,6,1051,6,149
Yolo County,California,6113,1014.69,3,970,61,184,19,7,1119,4,142
Yolo County,California,6113,1014.69,4,959,65,211,7,6,1101,9,145
Yolo County,California,6113,1014.69,5,955,56,191,15,16,1121,5,124
Yolo County,California,6113,1014.69,6,861,42,195,12,12,1114,6,140
Yolo County,California,6113,1014.69,7,902,63,215,14,10,1071,13,131
Yolo County,California,6113,1014.69,8,884,67,196,13,8,1155,9,163
Yolo County,California,6113,1014.69,9,891,61,219,5,11,1118,8,143
Yolo County,California,6113,1014.69,10,927,54,201,12,10,1206,5,137
Yolo County,California,6113,1014.69,11,926,58,223,14,10,1248,7,167
Yolo County,California,6113,1014.69,12,876,60,193,9,11,1149,9,162
Yolo County,California,6113,1014.69,13,855,55,207,14,10,1162,7,171
Yolo County,California,6113,1014.69,14,812,48,202,8,11,1168,8,165
Yuba County,California,6115,631.84,0,501,32,88,19,9,390,0,75
Yuba County,California,6115,631.84,1,519,27,88,14,9,376,2,57
Yuba County,California,6115,631.84,2,508,38,92,21,1,371,3,77
Yuba County,California,6115,631.84,3,511,34,71,12,9,394,2,67
Yuba County,California,6115,631.84,4,507,31,72,13,7,422,1,77
Yuba County,California,6115,631.84,5,502,31,76,28,8,430,5,70
Yuba County,California,6115,631.84,6,472,33,87,20,3,419,3,69
Yuba County,California,6115,631.84,7,566,35,81,22,6,421,3,86
Yuba County,California,6115,631.84,8,527,42,84,17,5,408,3,85
Yuba County,California,6115,631.84,9,535,34,79,19,2,461,0,95
Yuba County,California,6115,631.84,10,569,37,82,19,8,420,0,100
Yuba County,California,6115,631.84,11,552,40,71,20,5,452,3,103
Yuba County,California,6115,631.84,12,570,29,80,13,3,455,2,91
Yuba County,California,6115,631.84,13,553,32,85,20,4,503,0,88
Yuba County,California,6115,631.84,14,553,29,78,13,1,439,2,93
